2026-08-26 21:02:24,464 | INFO | edward.autonomous.live_analysis | live_analysis_started instrument=uid ticker=TEST profile=medium_term
2026-08-26 21:09:07,133 | INFO | edward.autonomous.universe | universe_scan_started instruments=2
2026-08-26 21:09:07,134 | WARNING | edward.autonomous.universe | universe_candles_failed instrument=1 error=gateway failure
2026-08-26 21:09:07,134 | INFO | edward.autonomous.universe | universe_eligible instrument=2 ticker=BBB candles=1
2026-08-26 21:09:07,134 | INFO | edward.autonomous.universe | universe_scan_completed total=2 eligible=1 rejected=1
2026-08-26 21:11:28,263 | INFO | edward.autonomous.live_analysis | live_analysis_started instrument=uid ticker=TEST profile=medium_term
2026-08-26 21:11:28,266 | INFO | edward.autonomous.live_analysis | live_candles_loaded instrument=uid candles=420
2026-08-26 21:11:28,654 | INFO | edward.autonomous.live_analysis | analysis_completed instrument=uid score=0.0 recommendation=None confidence=N/A regime=Trend
2026-08-26 21:11:28,655 | INFO | edward.autonomous.opportunity | decision instrument=UNKNOWN decision=PASS status=VALID opportunity_score=0.0 strategy_score=0.0 reasons=RISK_FAIL
2026-08-26 21:11:28,655 | INFO | edward.autonomous.opportunity | opportunity_rejected instrument=UNKNOWN decision=PASS status=VALID reasons=RISK_FAIL
2026-08-26 21:11:28,655 | INFO | edward.autonomous.opportunity | opportunity_cycle_completed candidates=1 approved=0
2026-08-26 21:11:28,655 | INFO | edward.autonomous.live_analysis | live_analysis_decision instrument=uid decision=PASS status=VALID reasons=RISK_FAIL
2026-08-26 21:11:41,434 | INFO | edward.autonomous.controller | cycle_started budget_total=20000 reserve=2000 invested=0 free_cash=18000 positions=0 opportunities=1
2026-08-26 21:11:41,434 | INFO | edward.autonomous.controller | allocation_completed actions=1 action_types=OPEN
2026-08-26 21:11:41,434 | INFO | edward.autonomous.controller | action_planning action=OPEN instrument=NEW source=None target_value=10000 score_advantage=90 return_improvement=12 risk_improvement=-10 reasons=FREE_SLOT,TOP_OPPORTUNITY
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | reallocation_plan action=OPEN instrument=NEW allowed=True steps=3 reasons=OPEN
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | step_started sequence=1 type=BUY instrument=NEW value=10000 source=None reasons=FREE_SLOT,TOP_OPPORTUNITY
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | step_completed sequence=1 type=BUY instrument=NEW
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | step_started sequence=2 type=PROTECT instrument=NEW value=10000 source=None reasons=PROTECTION_REQUIRED
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | step_completed sequence=2 type=PROTECT instrument=NEW
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | step_started sequence=3 type=VERIFY instrument=NEW value=10000 source=None reasons=PROTECTION_VERIFY
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | step_completed sequence=3 type=VERIFY instrument=NEW
2026-08-26 21:11:41,435 | INFO | edward.autonomous.controller | cycle_completed status=COMPLETED actions=1 steps=3 reason=AUTONOMOUS_CYCLE_COMPLETED
2026-08-26 21:11:41,438 | INFO | edward.autonomous.controller | candidate_cycle_started candidates=1
2026-08-26 21:11:41,438 | INFO | edward.autonomous.opportunity | decision instrument=DECISION_NEW decision=BUY status=VALID opportunity_score=90.0 strategy_score=85.0 reasons=BUY_CONDITIONS_MET
2026-08-26 21:11:41,438 | INFO | edward.autonomous.opportunity | opportunity_approved instrument=DECISION_NEW score=90.0 risk=10 expected_return=15 target=10000
2026-08-26 21:11:41,438 | INFO | edward.autonomous.opportunity | opportunity_cycle_completed candidates=1 approved=1
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | candidate_cycle_decisions completed=1 approved=1
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | cycle_started budget_total=20000 reserve=2000 invested=0 free_cash=18000 positions=0 opportunities=1
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | allocation_completed actions=1 action_types=OPEN
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | action_planning action=OPEN instrument=DECISION_NEW source=None target_value=10000 score_advantage=90.0 return_improvement=15 risk_improvement=-10 reasons=FREE_SLOT,TOP_OPPORTUNITY
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | reallocation_plan action=OPEN instrument=DECISION_NEW allowed=True steps=3 reasons=OPEN
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | step_started sequence=1 type=BUY instrument=DECISION_NEW value=10000 source=None reasons=FREE_SLOT,TOP_OPPORTUNITY
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | step_completed sequence=1 type=BUY instrument=DECISION_NEW
2026-08-26 21:11:41,439 | INFO | edward.autonomous.controller | step_started sequence=2 type=PROTECT instrument=DECISION_NEW value=10000 source=None reasons=PROTECTION_REQUIRED
2026-08-26 21:11:41,440 | INFO | edward.autonomous.controller | step_completed sequence=2 type=PROTECT instrument=DECISION_NEW
2026-08-26 21:11:41,440 | INFO | edward.autonomous.controller | step_started sequence=3 type=VERIFY instrument=DECISION_NEW value=10000 source=None reasons=PROTECTION_VERIFY
2026-08-26 21:11:41,440 | INFO | edward.autonomous.controller | step_completed sequence=3 type=VERIFY instrument=DECISION_NEW
